id_1,id_2,delta,scale_ratio,sr_score_1,sr_score_2,sr_score_3,sr_score_4,sr_score_5,sr_score_6,sr_score_7,sr_score_8
1,2,0.711518498275485,1.4,0,0,0,0,0,0,0,0
1,3,2.40297680402062,1.34042553191489,0,0,0,0,0,0,0,0
1,4,1.45519748430377,1.23809523809524,0,0,0,0,0,0,0,0
1,5,5.04840365750531,1.575,0,0,0,0,0,0,0,0
1,6,5.33202026772464,1.23529411764706,0,0,0,0,0,0,0,0
1,7,6.3971436369694,1.5,0,0,0,0,0,0,0,0
1,8,6.9069728420929,1.3125,0,0,0,0,0,0,0,0
1,9,3.98231879414551,3.50000000000001,0,0,0,0,0,0,0,0
1,10,4.78304576121371,2.625,0,0,0,0,0,0,0,0
1,11,5.21230120966035,3,0,0,0,0,0,0,0,0
1,12,5.41019648958511,3.31578947368423,0,0,0,0,0,0,0,0
1,13,6.27158253003528,2.73913043478261,0,0,0,0,0,0,0,0
1,14,6.46459085459826,2.52000000000001,0,0,0,0,0,0,0,0
1,15,7.65884607507753,2.7391304347826,0,0,0,0,0,0,0,0
1,16,10.1746974879483,1.8,0,0,0,0,0,0,0,0
1,17,12.6432214547098,3,0,0,0,0,0,0,0,0
1,18,11.1478248999524,1.7027027027027,0,0,0,0,0,0,0,0
1,19,11.9729965994084,1.90909090909091,0,0,0,0,0,0,0,0
2,3,2.16525449592793,1.04444444444445,0,0,0,0,0,0,0,0
2,4,1.30388357109725,1.73333333333333,0,0,0,0,0,0,0,0
2,5,5.2943006504318,1.125,0,0,0,0,0,0,0,0
2,6,5.62551116504586,1.13333333333333,0,0,0,0,0,0,0,0
2,7,6.9215256631479,1.07142857142857,0,0,0,0,0,0,0,0
2,8,7.51201296374597,1.06666666666667,0,0,0,0,0,0,0,0
2,9,4.00468986842962,2.50000000000001,0,0,0,0,0,0,0,0
2,10,4.92951793058259,1.875,0,0,0,0,0,0,0,0
2,11,5.47103987543876,2.14285714285714,0,0,0,0,0,0,0,0
2,12,5.74677219184823,2.36842105263159,0,0,0,0,0,0,0,0
2,13,6.8088394104757,1.95652173913043,0,0,0,0,0,0,0,0
2,14,7.0361457445661,1.80000000000001,0,0,0,0,0,0,0,0
2,15,8.58048854885454,1.95652173913043,0,0,0,0,0,0,0,0
2,16,11.5578166190678,1.28571428571429,0,0,0,0,0,0,0,0
2,17,15.0007652085198,2.14285714285714,0,0,0,0,0,0,0,0
2,18,12.7193718861377,1.21621621621621,0,0,0,0,0,0,0,0
2,19,13.817331111805,1.36363636363637,0,0,0,0,0,0,0,0
3,4,0.743655834375015,1.6595744680851,0,0,0,0,0,0,0,0
3,5,2.95945205299172,1.175,0,0,0,0,0,0,0,0
3,6,3.50606364731761,1.08510638297872,0,0,0,0,0,0,0,0
3,7,4.58660988955951,1.11904761904762,0,0,0,0,0,0,0,0
3,8,5.28852832609939,1.02127659574468,0,0,0,0,0,0,0,0
3,9,3.780516855181,2.61111111111112,0,0,0,0,0,0,0,0
3,10,3.53363973823633,1.95833333333334,0,0,0,0,0,0,0,0
3,11,3.6335435057674,2.23809523809524,0,0,0,0,0,0,0,0
3,12,3.20675652640656,2.47368421052633,0,0,0,0,0,0,0,0
3,13,4.40722968194167,2.04347826086957,0,0,0,0,0,0,0,0
3,14,4.67492655253587,1.88000000000001,0,0,0,0,0,0,0,0
3,15,5.87594542979063,2.04347826086956,0,0,0,0,0,0,0,0
3,16,8.98682027899457,1.34285714285714,0,0,0,0,0,0,0,0
3,17,11.7758954140553,2.23809523809524,0,0,0,0,0,0,0,0
3,18,10.1564923440474,1.27027027027027,0,0,0,0,0,0,0,0
3,19,11.0940933045472,1.42424242424243,0,0,0,0,0,0,0,0
4,5,2.8769283030321,1.95,0,0,0,0,0,0,0,0
4,6,3.24592444139386,1.52941176470589,0,0,0,0,0,0,0,0
4,7,4.05179144192898,1.85714285714285,0,0,0,0,0,0,0,0
4,8,4.57253761899756,1.625,0,0,0,0,0,0,0,0
4,9,3.16382136426822,4.33333333333334,0,0,0,0,0,0,0,0
4,10,3.28014074959871,3.25,0,0,0,0,0,0,0,0
4,11,3.39300732752229,3.71428571428571,0,0,0,0,0,0,0,0
4,12,3.14020347794185,4.10526315789475,0,0,0,0,0,0,0,0
4,13,3.97409758591683,3.39130434782608,0,0,0,0,0,0,0,0
4,14,4.16839659943712,3.12000000000001,0,0,0,0,0,0,0,0
4,15,4.96435683057734,3.39130434782607,0,0,0,0,0,0,0,0
4,16,7.24303170920245,2.22857142857143,0,0,0,0,0,0,0,0
4,17,8.89763687990974,3.71428571428571,0,0,0,0,0,0,0,0
4,18,8.10972018239057,2.1081081081081,0,0,0,0,0,0,0,0
4,19,8.70780258307605,2.36363636363637,0,0,0,0,0,0,0,0
5,6,1.04534320795266,1.275,0,0,0,0,0,0,0,0
5,7,1.85598377908356,1.05,0,0,0,0,0,0,0,0
5,8,2.84127270400298,1.2,0,0,0,0,0,0,0,0
5,9,6.24664000051837,2.22222222222223,0,0,0,0,0,0,0,0
5,10,4.13531499140331,1.66666666666667,0,0,0,0,0,0,0,0
5,11,3.67509394527327,1.9047619047619,0,0,0,0,0,0,0,0
5,12,2.3903713776698,2.10526315789475,0,0,0,0,0,0,0,0
5,13,2.44856383470142,1.73913043478261,0,0,0,0,0,0,0,0
5,14,2.52776300289734,1.60000000000001,0,0,0,0,0,0,0,0
5,15,2.87213877692966,1.7391304347826,0,0,0,0,0,0,0,0
5,16,6.39669359035501,1.14285714285714,0,0,0,0,0,0,0,0
5,17,8.90660429723348,1.9047619047619,0,0,0,0,0,0,0,0
5,18,7.73604217004651,1.08108108108108,0,0,0,0,0,0,0,0
5,19,8.63123498125023,1.21212121212121,0,0,0,0,0,0,0,0
6,7,0.751535215269102,1.21428571428571,0,0,0,0,0,0,0,0
6,8,1.6042808256837,1.0625,0,0,0,0,0,0,0,0
6,9,6.59979059325495,2.83333333333333,0,0,0,0,0,0,0,0
6,10,4.68578939157772,2.12499999999999,0,0,0,0,0,0,0,0
6,11,4.29191387277961,2.42857142857142,0,0,0,0,0,0,0,0
6,12,3.29083451980417,2.68421052631579,0,0,0,0,0,0,0,0
6,13,2.88382937728339,2.21739130434782,0,0,0,0,0,0,0,0
6,14,2.77456916872191,2.04,0,0,0,0,0,0,0,0
6,15,2.35150667396284,2.21739130434781,0,0,0,0,0,0,0,0
6,16,4.68673894128229,1.45714285714285,0,0,0,0,0,0,0,0
6,17,6.43619263363708,2.42857142857142,0,0,0,0,0,0,0,0
