id_1,id_2,delta,scale_ratio,sr_score_1,sr_score_2,sr_score_3,sr_score_4,sr_score_5,sr_score_6,sr_score_7,sr_score_8
1,2,1.94585306929802,1.03225806451613,0,0,0,0,0,0,0,0
1,3,5.06714597643705,1.88235294117647,0,0,0,0,0,0,0,0
1,4,5.98119570300769,1.68421052631579,0,0,0,0,0,0,0,0
1,5,4.69605096088603,1.88235294117647,0,0,0,0,0,0,0,0
1,6,9.23700805406469,2.13333333333336,0,0,0,0,0,0,0,0
1,7,9.74461902795585,1.77777777777776,0,0,0,0,0,0,0,0
1,8,11.6431259484964,2.28571428571428,0,0,0,0,0,0,0,0
1,9,12.0014055819874,1.88235294117649,0,0,0,0,0,0,0,0
1,10,11.5995699331776,2.13333333333336,0,0,0,0,0,0,0,0
1,11,14.0255303266999,2.28571428571428,0,0,0,0,0,0,0,0
1,12,13.6217766829441,1.77777777777776,0,0,0,0,0,0,0,0
1,13,14.8753231112504,2.13333333333332,0,0,0,0,0,0,0,0
1,14,14.5916082965429,1.6842105263158,0,0,0,0,0,0,0,0
2,3,2.625,1.8235294117647,0,0,0,0,0,0,0,0
2,4,3.66267661690191,1.63157894736841,0,0,0,0,0,0,0,0
2,5,2.25240997477024,1.8235294117647,0,0,0,0,0,0,0,0
2,6,6.78264353391279,2.06666666666669,0,0,0,0,0,0,0,0
2,7,7.44923119507984,1.7222222222222,0,0,0,0,0,0,0,0
2,8,9.18232332954982,2.2142857142857,0,0,0,0,0,0,0,0
2,9,9.70853451150645,1.82352941176472,0,0,0,0,0,0,0,0
2,10,9.19575495882533,2.06666666666669,0,0,0,0,0,0,0,0
2,11,11.6224134252383,2.2142857142857,0,0,0,0,0,0,0,0
2,12,11.4081815194626,1.7222222222222,0,0,0,0,0,0,0,0
2,13,12.5435536129151,2.06666666666665,0,0,0,0,0,0,0,0
2,14,12.4402572320672,1.63157894736842,0,0,0,0,0,0,0,0
3,4,1.59522822392902,1.11764705882353,0,0,0,0,0,0,0,0
3,5,0.549457108596156,1,0,0,0,0,0,0,0,0
3,6,5.81258400476933,1.13333333333335,0,0,0,0,0,0,0,0
3,7,6.82910936315103,1.05882352941177,0,0,0,0,0,0,0,0
3,8,9.26755723292585,1.21428571428571,0,0,0,0,0,0,0,0
3,9,10.00038926578,1.00000000000001,0,0,0,0,0,0,0,0
3,10,9.28146043532486,1.13333333333335,0,0,0,0,0,0,0,0
3,11,12.806817253251,1.21428571428571,0,0,0,0,0,0,0,0
3,12,12.3714615637963,1.05882352941177,0,0,0,0,0,0,0,0
3,13,14.0938885802499,1.13333333333333,0,0,0,0,0,0,0,0
3,14,13.7782257991673,1.11764705882352,0,0,0,0,0,0,0,0
4,5,2.08407394243363,1.11764705882353,0,0,0,0,0,0,0,0
4,6,3.79821939706428,1.26666666666669,0,0,0,0,0,0,0,0
4,7,4.92633833083865,1.05555555555555,0,0,0,0,0,0,0,0
4,8,6.99599780643342,1.35714285714285,0,0,0,0,0,0,0,0
4,9,7.86189630943114,1.11764705882354,0,0,0,0,0,0,0,0
4,10,7.06378502104429,1.26666666666669,0,0,0,0,0,0,0,0
4,11,10.3074856676939,1.35714285714285,0,0,0,0,0,0,0,0
4,12,10.1634559268448,1.05555555555555,0,0,0,0,0,0,0,0
4,13,11.5912581903771,1.26666666666666,0,0,0,0,0,0,0,0
4,14,11.5562576733449,1.00000000000001,0,0,0,0,0,0,0,0
5,6,6.37622537242845,1.13333333333335,0,0,0,0,0,0,0,0
5,7,7.34641381344441,1.05882352941177,0,0,0,0,0,0,0,0
5,8,9.85582857601909,1.21428571428571,0,0,0,0,0,0,0,0
5,9,10.5295760749586,1.00000000000001,0,0,0,0,0,0,0,0
5,10,9.84618025556108,1.13333333333335,0,0,0,0,0,0,0,0
5,11,13.3895839119857,1.21428571428571,0,0,0,0,0,0,0,0
5,12,12.8862210860108,1.05882352941177,0,0,0,0,0,0,0,0
5,13,14.657882371782,1.13333333333333,0,0,0,0,0,0,0,0
5,14,14.2799663259969,1.11764705882352,0,0,0,0,0,0,0,0
6,7,1.61062815344465,1.20000000000002,0,0,0,0,0,0,0,0
6,8,3.51605794830495,1.07142857142855,0,0,0,0,0,0,0,0
6,9,4.81290582704466,1.13333333333334,0,0,0,0,0,0,0,0
6,10,3.70135110466439,1,0,0,0,0,0,0,0,0
6,11,7.27716935469314,1.07142857142855,0,0,0,0,0,0,0,0
6,12,7.48484848484849,1.20000000000002,0,0,0,0,0,0,0,0
6,13,8.83389935293459,1.00000000000002,0,0,0,0,0,0,0,0
