id_1,id_2,delta,scale_ratio,sr_score_1,sr_score_2,sr_score_3,sr_score_4,sr_score_5,sr_score_6,sr_score_7,sr_score_8
1,2,0.837321904314922,1.27777777777778,0,0,0,0,0,0,0,0
1,3,3.19291930304905,1.67272727272727,0,0,0,0,0,0,0,0
1,4,3.78265645981558,1.73584905660377,0,0,0,0,0,0,0,0
1,5,4.77196445222896,2.04444444444444,0,0,0,0,0,0,0,0
1,6,5.21761774870914,2,0,0,0,0,0,0,0,0
1,7,5.90699709044493,2.48648648648649,0,0,0,0,0,0,0,0
1,8,6.28917144198258,2.24390243902439,0,0,0,0,0,0,0,0
1,9,7.10234474568798,2.62857142857142,0,0,0,0,0,0,0,0
1,10,7.10203896609943,2.13953488372094,0,0,0,0,0,0,0,0
1,11,7.42891805714828,1.87755102040816,0,0,0,0,0,0,0,0
1,12,7.99397277448871,1.5593220338983,0,0,0,0,0,0,0,0
2,3,2.61560770812585,1.30909090909091,0,0,0,0,0,0,0,0
2,4,3.28940116130581,1.35849056603774,0,0,0,0,0,0,0,0
2,5,4.41563641902551,1.6,0,0,0,0,0,0,0,0
2,6,4.93981298937608,1.56521739130435,0,0,0,0,0,0,0,0
2,7,5.73203637960804,1.94594594594595,0,0,0,0,0,0,0,0
2,8,6.18873291294286,1.75609756097561,0,0,0,0,0,0,0,0
2,9,7.15046112107735,2.05714285714285,0,0,0,0,0,0,0,0
2,10,7.14482640960861,1.67441860465117,0,0,0,0,0,0,0,0
2,11,7.52515531872017,1.46938775510204,0,0,0,0,0,0,0,0
2,12,8.16995409257089,1.22033898305085,0,0,0,0,0,0,0,0
3,4,0.744089651957941,1.03773584905661,0,0,0,0,0,0,0,0
3,5,1.84458667456967,1.22222222222222,0,0,0,0,0,0,0,0
3,6,2.48238574685258,1.19565217391305,0,0,0,0,0,0,0,0
3,7,3.18094070094228,1.48648648648649,0,0,0,0,0,0,0,0
3,8,3.82444905709015,1.34146341463415,0,0,0,0,0,0,0,0
3,9,4.81327895732084,1.57142857142857,0,0,0,0,0,0,0,0
3,10,4.99466604285347,1.27906976744187,0,0,0,0,0,0,0,0
3,11,5.56288850780741,1.12244897959183,0,0,0,0,0,0,0,0
3,12,6.47710649806359,1.07272727272727,0,0,0,0,0,0,0,0
4,5,1.09659463040067,1.17777777777778,0,0,0,0,0,0,0,0
4,6,1.74794178379685,1.15217391304348,0,0,0,0,0,0,0,0
4,7,2.37943867226321,1.43243243243243,0,0,0,0,0,0,0,0
4,8,3.07513060666959,1.29268292682927,0,0,0,0,0,0,0,0
4,9,4.047050247091,1.51428571428571,0,0,0,0,0,0,0,0
4,10,4.28410032854041,1.23255813953489,0,0,0,0,0,0,0,0
4,11,4.91180384313788,1.08163265306122,0,0,0,0,0,0,0,0
4,12,5.90179246811803,1.11320754716981,0,0,0,0,0,0,0,0
5,6,0.728265561572785,1.02222222222222,0,0,0,0,0,0,0,0
5,7,1.32321288007502,1.21621621621622,0,0,0,0,0,0,0,0
5,8,2.12444119843893,1.09756097560976,0,0,0,0,0,0,0,0
5,9,3.11249999999999,1.28571428571428,0,0,0,0,0,0,0,0
5,10,3.46620714068689,1.04651162790698,0,0,0,0,0,0,0,0
5,11,4.19343296550874,1.08888888888889,0,0,0,0,0,0,0,0
5,12,5.32797302898889,1.31111111111111,0,0,0,0,0,0,0,0
6,7,0.51469902080226,1.24324324324324,0,0,0,0,0,0,0,0
6,8,1.33827858186923,1.12195121951219,0,0,0,0,0,0,0,0
6,9,2.26047326217291,1.31428571428571,0,0,0,0,0,0,0,0
6,10,2.68266515555449,1.06976744186047,0,0,0,0,0,0,0,0
6,11,3.45320919430204,1.06521739130435,0,0,0,0,0,0,0,0
6,12,4.64786299125604,1.28260869565218,0,0,0,0,0,0,0,0
7,8,0.961880281123217,1.10810810810811,0,0,0,0,0,0,0,0
7,9,1.98800414834254,1.05714285714285,0,0,0,0,0,0,0,0
7,10,2.46405407814034,1.16216216216216,0,0,0,0,0,0,0,0
7,11,3.33793849905479,1.32432432432433,0,0,0,0,0,0,0,0
7,12,4.6568209008698,1.5945945945946,0,0,0,0,0,0,0,0
8,9,0.906367899962867,1.17142857142857,0,0,0,0,0,0,0,0
8,10,1.45632758082642,1.04878048780487,0,0,0,0,0,0,0,0
8,11,2.35597480545752,1.19512195121951,0,0,0,0,0,0,0,0
8,12,3.72033600633061,1.4390243902439,0,0,0,0,0,0,0,0
9,10,0.774554229076575,1.22857142857142,0,0,0,0,0,0,0,0
9,11,1.73209171909457,1.4,0,0,0,0,0,0,0,0
9,12,3.24679038504742,1.68571428571428,0,0,0,0,0,0,0,0
10,11,0.988413500331241,1.13953488372094,0,0,0,0,0,0,0,0
10,12,2.45482052110734,1.37209302325582,0,0,0,0,0,0,0,0
11,12,1.4815104163841,1.20408163265306,0,0,0,0,0,0,0,0
