id_1,id_2,delta,scale_ratio,sr_score_1,sr_score_2,sr_score_3,sr_score_4,sr_score_5,sr_score_6,sr_score_7,sr_score_8
1,2,1.24233898619881,1.69014084507042,0,0,0,0,0,0,0,0
1,3,2.58565272223476,1.11267605633803,0,0,0,0,0,0,0,0
1,4,4.74443767889187,1.11267605633803,0,0,0,0,0,0,0,0
1,5,5.9601430482443,1.43661971830986,0,0,0,0,0,0,0,0
1,6,6.24236038343059,1.56338028169014,0,0,0,0,0,0,0,0
1,7,4.91964382915988,2.57746478873239,0,0,0,0,0,0,0,0
1,8,3.15563891153791,3.70422535211268,0,0,0,0,0,0,0,0
1,9,1.01324707593468,3.71830985915493,0,0,0,0,0,0,0,0
1,10,3.78518422677813,2.53571428571429,0,0,0,0,0,0,0,0
1,11,2.67995281620143,1.14516129032258,0,0,0,0,0,0,0,0
1,12,4.18852002502077,2.44827586206896,0,0,0,0,0,0,0,0
1,13,5.15705782235609,2.53571428571428,0,0,0,0,0,0,0,0
1,14,4.60575603043416,1.65116279069767,0,0,0,0,0,0,0,0
1,15,5.11151422928866,1.65116279069767,0,0,0,0,0,0,0,0
1,16,4.75607581947057,2.73076923076923,0,0,0,0,0,0,0,0
1,17,4.81491028987476,2.62962962962962,0,0,0,0,0,0,0,0
1,18,5.57961554666566,3.54999999999998,0,0,0,0,0,0,0,0
2,3,0.764364391442974,1.51898734177215,0,0,0,0,0,0,0,0
2,4,2.43973342485691,1.51898734177215,0,0,0,0,0,0,0,0
2,5,3.66883527078227,1.1764705882353,0,0,0,0,0,0,0,0
2,6,4.01105086922892,1.08108108108108,0,0,0,0,0,0,0,0
2,7,3.50390772154327,1.525,0,0,0,0,0,0,0,0
2,8,2.35402012305084,2.19166666666667,0,0,0,0,0,0,0,0
2,9,0.938154430149444,2.2,0,0,0,0,0,0,0,0
2,10,2.08574853915572,4.28571428571429,0,0,0,0,0,0,0,0
2,11,1.13830454176515,1.93548387096774,0,0,0,0,0,0,0,0
2,12,1.51935992250628,4.13793103448275,0,0,0,0,0,0,0,0
2,13,1.94909889089458,4.28571428571428,0,0,0,0,0,0,0,0
2,14,1.80072584593219,2.7906976744186,0,0,0,0,0,0,0,0
2,15,2.12639311237017,2.7906976744186,0,0,0,0,0,0,0,0
2,16,1.93418885008356,4.61538461538462,0,0,0,0,0,0,0,0
2,17,1.87113168613224,4.44444444444443,0,0,0,0,0,0,0,0
2,18,2.0955248721492,5.99999999999997,0,0,0,0,0,0,0,0
